Name of Plant,Installed Capacity (MW),Type,Location (District),Latitude,Longitude,State,Date of Commissioning,Average domestic electricity rates in Rs./KWh,Per capita electricity consumption in KWh,Solar Rad Monthly,Solar Rad Annual,poa monthly
M/s. Azure Power India Pvt Ltd,50,Solar,Ananthapuramu,14.68333,77.6,Andhra Pradesh,28-Mar-2016,9.95,1480,"[6.619419574737549, 7.0275349617004395, 7.098913669586182, 6.844274520874023, 6.190062522888184, 5.592870712280273, 5.142593860626221, 5.380473613739014, 5.809873580932617, 5.793665885925293, 5.747349262237549, 5.798633575439453]",6.08713913,"[205.20201110839844, 196.77098083496094, 220.0663299560547, 205.32823181152344, 191.89193725585938, 167.78611755371094, 159.42041015625, 166.794677734375, 174.29620361328125, 179.6036376953125, 172.42047119140625, 179.7576446533203]"
M/s. Aarohi Solar (ACME CLEAN TEC\rSOLUTIONS Ltd),50,Solar,Ananthapuramu,14.68333,77.6,Andhra Pradesh,30-Mar-2016,9.95,1480,"[6.619419574737549, 7.0275349617004395, 7.098913669586182, 6.844274520874023, 6.190062522888184, 5.592870712280273, 5.142593860626221, 5.380473613739014, 5.809873580932617, 5.793665885925293, 5.747349262237549, 5.798633575439453]",6.08713913,"[205.20201110839844, 196.77098083496094, 220.0663299560547, 205.32823181152344, 191.89193725585938, 167.78611755371094, 159.42041015625, 166.794677734375, 174.29620361328125, 179.6036376953125, 172.42047119140625, 179.7576446533203]"
M/s. Welspun Solar Pvt Ltd,70,Solar,Kurnool,15.82547,78.03012,Andhra Pradesh,30-Mar-2016,9.95,1480,"[6.261613845825195, 6.7980875968933105, 7.0308518409729, 6.675332546234131, 6.159399509429932, 5.432031631469727, 4.832518100738525, 5.295962333679199, 5.691495418548584, 5.68200159072876, 6.011066913604736, 5.9435319900512695]",5.984491348,"[194.1100311279297, 190.34645080566406, 217.95640563964844, 200.25997924804688, 190.94139099121094, 162.96095275878906, 149.8080596923828, 164.17483520507812, 170.74485778808594, 176.1420440673828, 180.33200073242188, 184.24949645996094]"
M/s. EAAMA Estates Pvt Ltd,3,Solar,Vizianagaram,18.13722,83.33082,Andhra Pradesh,30-Mar-2016,9.95,1480,"[5.806013584136963, 6.34377908706665, 6.774599075317383, 6.356024265289307, 5.85111665725708, 4.858915328979492, 4.684232234954834, 4.649153709411621, 5.394354820251465, 5.562382221221924, 5.5983991622924805, 5.517501354217529]",5.616372585,"[179.98641967773438, 177.6258087158203, 210.0125732421875, 190.68072509765625, 181.38461303710938, 145.7674560546875, 145.21119689941406, 144.12376403808594, 161.8306427001953, 172.43385314941406, 167.9519805908203, 171.04254150390625]"
M/s. New & Renewable Energy\rDevelpoment Cororation of A.P Ltd,0.39,Solar,Godavari,16.93333,82.21667,Andhra Pradesh,30-Mar-2016,9.95,1480,"[5.906179428100586, 6.458744049072266, 6.6637701988220215, 6.6233649253845215, 5.865584373474121, 4.982780933380127, 4.516619682312012, 4.814517021179199, 5.1680707931518555, 5.517139911651611, 5.84665060043335, 5.579362392425537]",5.66189909,"[183.09156799316406, 180.84483337402344, 206.57687377929688, 198.70094299316406, 181.83311462402344, 149.48342895507812, 140.0152130126953, 149.25003051757812, 155.04212951660156, 171.03134155273438, 175.39952087402344, 172.96023559570312]"
M/s. New Era Enviro Ventures\r(Mehabubnagar)Pvt Ltd,10,Solar,Kadapa,14.05746,78.74949,Andhra Pradesh,30-Mar-2016,9.95,1480,"[6.29002571105957, 6.935344219207764, 7.039735794067383, 6.7541728019714355, 6.242395877838135, 5.570552349090576, 5.329595565795898, 5.546454429626465, 6.0452752113342285, 5.507758140563965, 5.506104469299316, 5.299879550933838]",6.005609035,"[194.9907989501953, 194.18963623046875, 218.2318115234375, 202.62518310546875, 193.51426696777344, 167.1165771484375, 165.21746826171875, 171.94009399414062, 181.35826110839844, 170.74050903320312, 165.18313598632812, 164.2962646484375]"
First Solar Power India Pvt Ltd,40,Solar,Ananthapuramu,14.68333,77.6,Andhra Pradesh,31-Mar-2016,9.95,1480,"[6.619419574737549, 7.0275349617004395, 7.098913669586182, 6.844274520874023, 6.190062522888184, 5.592870712280273, 5.142593860626221, 5.380473613739014, 5.809873580932617, 5.793665885925293, 5.747349262237549, 5.798633575439453]",6.08713913,"[205.20201110839844, 196.77098083496094, 220.0663299560547, 205.32823181152344, 191.89193725585938, 167.78611755371094, 159.42041015625, 166.794677734375, 174.29620361328125, 179.6036376953125, 172.42047119140625, 179.7576446533203]"
ACME Clean Tech (M/s. Dayaanidhi\rSolar Energy Pvt Ltd ),40,Solar,Chittor,11.54317,77.71431,Andhra Pradesh,31-Mar-2016,9.95,1480,"[6.333261966705322, 6.878137111663818, 7.046114921569824, 6.543658256530762, 6.126475811004639, 5.62269401550293, 5.564590930938721, 5.747568607330322, 6.21060848236084, 5.716052055358887, 5.445281028747559, 5.6035356521606445]",6.069832325,"[196.33111572265625, 192.5878448486328, 218.4295654296875, 196.30975341796875, 189.92074584960938, 168.68081665039062, 172.5023193359375, 178.17462158203125, 186.31825256347656, 177.19761657714844, 163.35842895507812, 173.70960998535156]"
ACME Clean Tech (Vishwatma Solar\rEnergy Pvt Ltd ),10,Solar,Kurnool,15.82547,78.03012,Andhra Pradesh,31-Mar-2016,9.95,1480,"[6.261613845825195, 6.7980875968933105, 7.0308518409729, 6.675332546234131, 6.159399509429932, 5.432031631469727, 4.832518100738525, 5.295962333679199, 5.691495418548584, 5.68200159072876, 6.011066913604736, 5.9435319900512695]",5.984491348,"[194.1100311279297, 190.34645080566406, 217.95640563964844, 200.25997924804688, 190.94139099121094, 162.96095275878906, 149.8080596923828, 164.17483520507812, 170.74485778808594, 176.1420440673828, 180.33200073242188, 184.24949645996094]"
ACME Clean Tech (Niranjana  Solar\rEnergy Pvt Ltd ),20,Solar,Kurnool,15.82547,78.03012,Andhra Pradesh,31-Mar-2016,9.95,1480,"[6.261613845825195, 6.7980875968933105, 7.0308518409729, 6.675332546234131, 6.159399509429932, 5.432031631469727, 4.832518100738525, 5.295962333679199, 5.691495418548584, 5.68200159072876, 6.011066913604736, 5.9435319900512695]",5.984491348,"[194.1100311279297, 190.34645080566406, 217.95640563964844, 200.25997924804688, 190.94139099121094, 162.96095275878906, 149.8080596923828, 164.17483520507812, 170.74485778808594, 176.1420440673828, 180.33200073242188, 184.24949645996094]"
"SSR Agro Energy, 1/5 Gajulapelluru\rVillage",1,Solar,Chittor,11.54317,77.71431,Andhra Pradesh,9-Apr-2016,9.95,1480,"[6.333261966705322, 6.878137111663818, 7.046114921569824, 6.543658256530762, 6.126475811004639, 5.62269401550293, 5.564590930938721, 5.747568607330322, 6.21060848236084, 5.716052055358887, 5.445281028747559, 5.6035356521606445]",6.069832325,"[196.33111572265625, 192.5878448486328, 218.4295654296875, 196.30975341796875, 189.92074584960938, 168.68081665039062, 172.5023193359375, 178.17462158203125, 186.31825256347656, 177.19761657714844, 163.35842895507812, 173.70960998535156]"
ACME Clean Tech (Vishwatma Solar\rEnergy Pvt Ltd ),20,Solar,Kurnool,15.82547,78.03012,Andhra Pradesh,15-Apr-2016,9.95,1480,"[6.261613845825195, 6.7980875968933105, 7.0308518409729, 6.675332546234131, 6.159399509429932, 5.432031631469727, 4.832518100738525, 5.295962333679199, 5.691495418548584, 5.68200159072876, 6.011066913604736, 5.9435319900512695]",5.984491348,"[194.1100311279297, 190.34645080566406, 217.95640563964844, 200.25997924804688, 190.94139099121094, 162.96095275878906, 149.8080596923828, 164.17483520507812, 170.74485778808594, 176.1420440673828, 180.33200073242188, 184.24949645996094]"
First Solar Power India Pvt Ltd,20,Solar,Kurnool,15.82547,78.03012,Andhra Pradesh,9-May-2016,9.95,1480,"[6.261613845825195, 6.7980875968933105, 7.0308518409729, 6.675332546234131, 6.159399509429932, 5.432031631469727, 4.832518100738525, 5.295962333679199, 5.691495418548584, 5.68200159072876, 6.011066913604736, 5.9435319900512695]",5.984491348,"[194.1100311279297, 190.34645080566406, 217.95640563964844, 200.25997924804688, 190.94139099121094, 162.96095275878906, 149.8080596923828, 164.17483520507812, 170.74485778808594, 176.1420440673828, 180.33200073242188, 184.24949645996094]"
ACME Clean Tech (M/s. Jaisalmer\rSolar Energy Pvt Ltd ),20,Solar,Kadapa,14.05746,78.74949,Andhra Pradesh,12-May-2016,9.95,1480,"[6.29002571105957, 6.935344219207764, 7.039735794067383, 6.7541728019714355, 6.242395877838135, 5.570552349090576, 5.329595565795898, 5.546454429626465, 6.0452752113342285, 5.507758140563965, 5.506104469299316, 5.299879550933838]",6.005609035,"[194.9907989501953, 194.18963623046875, 218.2318115234375, 202.62518310546875, 193.51426696777344, 167.1165771484375, 165.21746826171875, 171.94009399414062, 181.35826110839844, 170.74050903320312, 165.18313598632812, 164.2962646484375]"
Waneep Solar Pvt Ltd,25,Solar,Chittor,11.54317,77.71431,Andhra Pradesh,19-May-2016,9.95,1480,"[6.333261966705322, 6.878137111663818, 7.046114921569824, 6.543658256530762, 6.126475811004639, 5.62269401550293, 5.564590930938721, 5.747568607330322, 6.21060848236084, 5.716052055358887, 5.445281028747559, 5.6035356521606445]",6.069832325,"[196.33111572265625, 192.5878448486328, 218.4295654296875, 196.30975341796875, 189.92074584960938, 168.68081665039062, 172.5023193359375, 178.17462158203125, 186.31825256347656, 177.19761657714844, 163.35842895507812, 173.70960998535156]"
First Solar Power India Pvt Ltd,20,Solar,Kurnool,15.82547,78.03012,Andhra Pradesh,28-Jun-2016,9.95,1480,"[6.261613845825195, 6.7980875968933105, 7.0308518409729, 6.675332546234131, 6.159399509429932, 5.432031631469727, 4.832518100738525, 5.295962333679199, 5.691495418548584, 5.68200159072876, 6.011066913604736, 5.9435319900512695]",5.984491348,"[194.1100311279297, 190.34645080566406, 217.95640563964844, 200.25997924804688, 190.94139099121094, 162.96095275878906, 149.8080596923828, 164.17483520507812, 170.74485778808594, 176.1420440673828, 180.33200073242188, 184.24949645996094]"
Sumeru Energy Pvt Ltd,1,Solar,Godavari,16.93333,82.21667,Andhra Pradesh,23-Jun-2016,9.95,1480,"[5.906179428100586, 6.458744049072266, 6.6637701988220215, 6.6233649253845215, 5.865584373474121, 4.982780933380127, 4.516619682312012, 4.814517021179199, 5.1680707931518555, 5.517139911651611, 5.84665060043335, 5.579362392425537]",5.66189909,"[183.09156799316406, 180.84483337402344, 206.57687377929688, 198.70094299316406, 181.83311462402344, 149.48342895507812, 140.0152130126953, 149.25003051757812, 155.04212951660156, 171.03134155273438, 175.39952087402344, 172.96023559570312]"
M/s. New & Renewable Energy\rDevelpoment Cororation of A.P Ltd,0.61,Solar,Vizianagaram,18.13722,83.33082,Andhra Pradesh,7-Jul-2016,9.95,1480,"[5.806013584136963, 6.34377908706665, 6.774599075317383, 6.356024265289307, 5.85111665725708, 4.858915328979492, 4.684232234954834, 4.649153709411621, 5.394354820251465, 5.562382221221924, 5.5983991622924805, 5.517501354217529]",5.616372585,"[179.98641967773438, 177.6258087158203, 210.0125732421875, 190.68072509765625, 181.38461303710938, 145.7674560546875, 145.21119689941406, 144.12376403808594, 161.8306427001953, 172.43385314941406, 167.9519805908203, 171.04254150390625]"
VBC Renewable Energy Pvt Ltd,3,Solar,Ananthapuramu,14.68333,77.6,Andhra Pradesh,20-Jul-2017,9.95,1480,"[6.619419574737549, 7.0275349617004395, 7.098913669586182, 6.844274520874023, 6.190062522888184, 5.592870712280273, 5.142593860626221, 5.380473613739014, 5.809873580932617, 5.793665885925293, 5.747349262237549, 5.798633575439453]",6.08713913,"[205.20201110839844, 196.77098083496094, 220.0663299560547, 205.32823181152344, 191.89193725585938, 167.78611755371094, 159.42041015625, 166.794677734375, 174.29620361328125, 179.6036376953125, 172.42047119140625, 179.7576446533203]"
"NTPC, NPC, New Delhi",50,Solar,Chittor,11.54317,77.71431,Andhra Pradesh,29-Jul-2016,9.95,1480,"[6.333261966705322, 6.878137111663818, 7.046114921569824, 6.543658256530762, 6.126475811004639, 5.62269401550293, 5.564590930938721, 5.747568607330322, 6.21060848236084, 5.716052055358887, 5.445281028747559, 5.6035356521606445]",6.069832325,"[196.33111572265625, 192.5878448486328, 218.4295654296875, 196.30975341796875, 189.92074584960938, 168.68081665039062, 172.5023193359375, 178.17462158203125, 186.31825256347656, 177.19761657714844, 163.35842895507812, 173.70960998535156]"
M/s. Varshini Exim Pvt Ltd,1,Solar,Visakhapatnam,17.71984,83.26278,Andhra Pradesh,4-Aug-2016,9.95,1480,"[5.783109664916992, 6.392006874084473, 6.643248558044434, 6.468885898590088, 5.910459995269775, 4.970175266265869, 4.690823554992676, 4.903538227081299, 5.099272727966309, 5.614147663116455, 5.588864803314209, 5.430620193481445]",5.624595642,"[179.27639770507812, 178.9761962890625, 205.94070434570312, 194.0665740966797, 183.22425842285156, 149.10525512695312, 145.41552734375, 152.0096893310547, 152.97817993164062, 174.03857421875, 167.6659393310547, 168.34922790527344]"
Visakhapatnam Port Trust,6.25,Solar,Kurnool,15.82547,78.03012,Andhra Pradesh,18-Aug-2016,9.95,1480,"[6.261613845825195, 6.7980875968933105, 7.0308518409729, 6.675332546234131, 6.159399509429932, 5.432031631469727, 4.832518100738525, 5.295962333679199, 5.691495418548584, 5.68200159072876, 6.011066913604736, 5.9435319900512695]",5.984491348,"[194.1100311279297, 190.34645080566406, 217.95640563964844, 200.25997924804688, 190.94139099121094, 162.96095275878906, 149.8080596923828, 164.17483520507812, 170.74485778808594, 176.1420440673828, 180.33200073242188, 184.24949645996094]"
Sree Jaya Jyothi Cements Pvt Ltd,1,Solar,Kurnool,15.82547,78.03012,Andhra Pradesh,24-Aug-2016,9.95,1480,"[6.261613845825195, 6.7980875968933105, 7.0308518409729, 6.675332546234131, 6.159399509429932, 5.432031631469727, 4.832518100738525, 5.295962333679199, 5.691495418548584, 5.68200159072876, 6.011066913604736, 5.9435319900512695]",5.984491348,"[194.1100311279297, 190.34645080566406, 217.95640563964844, 200.25997924804688, 190.94139099121094, 162.96095275878906, 149.8080596923828, 164.17483520507812, 170.74485778808594, 176.1420440673828, 180.33200073242188, 184.24949645996094]"
M/s. Sprouts Solar Energy Pvt Ltd,2,Solar,Kurnool,15.82547,78.03012,Andhra Pradesh,8-Sep-2016,9.95,1480,"[6.261613845825195, 6.7980875968933105, 7.0308518409729, 6.675332546234131, 6.159399509429932, 5.432031631469727, 4.832518100738525, 5.295962333679199, 5.691495418548584, 5.68200159072876, 6.011066913604736, 5.9435319900512695]",5.984491348,"[194.1100311279297, 190.34645080566406, 217.95640563964844, 200.25997924804688, 190.94139099121094, 162.96095275878906, 149.8080596923828, 164.17483520507812, 170.74485778808594, 176.1420440673828, 180.33200073242188, 184.24949645996094]"
M/s. Ushodaya Enterpries Pvt Ltd,5,Solar,Ananthapuramu,14.68333,77.6,Andhra Pradesh,22-Sep-2016,9.95,1480,"[6.619419574737549, 7.0275349617004395, 7.098913669586182, 6.844274520874023, 6.190062522888184, 5.592870712280273, 5.142593860626221, 5.380473613739014, 5.809873580932617, 5.793665885925293, 5.747349262237549, 5.798633575439453]",6.08713913,"[205.20201110839844, 196.77098083496094, 220.0663299560547, 205.32823181152344, 191.89193725585938, 167.78611755371094, 159.42041015625, 166.794677734375, 174.29620361328125, 179.6036376953125, 172.42047119140625, 179.7576446533203]"
M/s. Sumeru Energy Pvt Ltd,4,Solar,Kurnool,15.82547,78.03012,Andhra Pradesh,22-Sep-2016,9.95,1480,"[6.261613845825195, 6.7980875968933105, 7.0308518409729, 6.675332546234131, 6.159399509429932, 5.432031631469727, 4.832518100738525, 5.295962333679199, 5.691495418548584, 5.68200159072876, 6.011066913604736, 5.9435319900512695]",5.984491348,"[194.1100311279297, 190.34645080566406, 217.95640563964844, 200.25997924804688, 190.94139099121094, 162.96095275878906, 149.8080596923828, 164.17483520507812, 170.74485778808594, 176.1420440673828, 180.33200073242188, 184.24949645996094]"
Narsimha Swamy Solar Generation\rPvt Ltd,5,Solar,Ananthapuramu,14.68333,77.6,Andhra Pradesh,26-Sep-2016,9.95,1480,"[6.619419574737549, 7.0275349617004395, 7.098913669586182, 6.844274520874023, 6.190062522888184, 5.592870712280273, 5.142593860626221, 5.380473613739014, 5.809873580932617, 5.793665885925293, 5.747349262237549, 5.798633575439453]",6.08713913,"[205.20201110839844, 196.77098083496094, 220.0663299560547, 205.32823181152344, 191.89193725585938, 167.78611755371094, 159.42041015625, 166.794677734375, 174.29620361328125, 179.6036376953125, 172.42047119140625, 179.7576446533203]"
M/s. Yaswanth Solar Energy Pvt Ltd,1,Solar,Kadapa,14.05746,78.74949,Andhra Pradesh,1-Oct-2016,9.95,1480,"[6.29002571105957, 6.935344219207764, 7.039735794067383, 6.7541728019714355, 6.242395877838135, 5.570552349090576, 5.329595565795898, 5.546454429626465, 6.0452752113342285, 5.507758140563965, 5.506104469299316, 5.299879550933838]",6.005609035,"[194.9907989501953, 194.18963623046875, 218.2318115234375, 202.62518310546875, 193.51426696777344, 167.1165771484375, 165.21746826171875, 171.94009399414062, 181.35826110839844, 170.74050903320312, 165.18313598632812, 164.2962646484375]"
"APGENCO, Ch. Nageswara Rao",5.43,Solar,west Godavari,16.7,81.1,Andhra Pradesh,19-Nov-2016,9.95,1480,"[5.841660976409912, 6.403313159942627, 6.859248638153076, 6.548738956451416, 5.874915599822998, 5.230406284332275, 4.8664937019348145, 4.7647552490234375, 5.321183681488037, 5.526186466217041, 5.556972026824951, 5.551372528076172]",5.695436954,"[181.09149169921875, 179.2927703857422, 212.63670349121094, 196.46217346191406, 182.1223907470703, 156.9121856689453, 150.86129760742188, 147.70741271972656, 159.63551330566406, 171.31178283691406, 166.70916748046875, 172.09254455566406]"
Repal Renewables Pvt Ltd,4.9,Solar,Ananthapuramu,14.68333,77.6,Andhra Pradesh,19-Nov-2016,9.95,1480,"[6.619419574737549, 7.0275349617004395, 7.098913669586182, 6.844274520874023, 6.190062522888184, 5.592870712280273, 5.142593860626221, 5.380473613739014, 5.809873580932617, 5.793665885925293, 5.747349262237549, 5.798633575439453]",6.08713913,"[205.20201110839844, 196.77098083496094, 220.0663299560547, 205.32823181152344, 191.89193725585938, 167.78611755371094, 159.42041015625, 166.794677734375, 174.29620361328125, 179.6036376953125, 172.42047119140625, 179.7576446533203]"
Sri Varahalakshmi Narasimha\rSwamy Devasthanam,1,Solar,Visakhaptnam,17.71984,83.26278,Andhra Pradesh,3-Feb-2017,9.95,1480,"[5.783109664916992, 6.392006874084473, 6.643248558044434, 6.468885898590088, 5.910459995269775, 4.970175266265869, 4.690823554992676, 4.903538227081299, 5.099272727966309, 5.614147663116455, 5.588864803314209, 5.430620193481445]",5.624595642,"[179.27639770507812, 178.9761962890625, 205.94070434570312, 194.0665740966797, 183.22425842285156, 149.10525512695312, 145.41552734375, 152.0096893310547, 152.97817993164062, 174.03857421875, 167.6659393310547, 168.34922790527344]"
