Unnamed: 0,Location (District),Installed Capacity (MW),Latitude,Longitude,Average domestic electricity rates in Rs./KWh,Per capita electricity consumption in KWh,Solar Rad Monthly,Solar Rad Annual,poa monthly,allsky_insolation
0,Aalo,0.05,28.17012,94.79823,4,703,"[3.999358654022217, 3.6590754985809326, 3.6333441734313965, 3.678866386413574, 4.23896598815918, 3.914527416229248, 4.0122456550598145, 4.664297580718994, 4.2796759605407715, 4.9218316078186035, 5.07086181640625, 4.378422737121582]",4.204289436,"[123.98011779785156, 102.45411682128906, 112.6336669921875, 110.3659896850586, 131.40794372558594, 117.43582153320312, 124.3796157836914, 144.59323120117188, 128.39027404785156, 152.5767822265625, 152.1258544921875, 135.73110961914062]","[3.36, 3.46, 3.39, 3.31, 3.27]"
1,Abali,0.01,30.45856,78.25009,4,703,"[5.87696647644043, 5.861727237701416, 6.584075450897217, 6.905766010284424, 6.706887245178223, 5.660853862762451, 4.2950286865234375, 4.389890670776367, 5.508140563964844, 6.81989860534668, 6.298255443572998, 5.667972087860107]",5.881288528,"[182.1859588623047, 164.12835693359375, 204.10633850097656, 207.1729736328125, 207.9134979248047, 169.82562255859375, 133.14588928222656, 136.08660888671875, 165.2442169189453, 211.41685485839844, 188.94766235351562, 175.70713806152344]","[4.68, 4.69, 4.6, 4.68, 4.46]"
3,Adilabad,228,19.66667,78.53333,9.5,1896,"[6.148787975311279, 6.589134216308594, 6.797433376312256, 6.655625820159912, 6.4135518074035645, 5.2611565589904785, 4.349647045135498, 4.31183385848999, 5.483915328979492, 6.099085330963135, 5.975202560424805, 5.893599510192871]",5.831581116,"[190.6124267578125, 184.49575805664062, 210.72042846679688, 199.6687774658203, 198.82009887695312, 157.83470153808594, 134.8390655517578, 133.66685485839844, 164.5174560546875, 189.07164001464844, 179.25607299804688, 182.7015838623047]","[5.17, 5.07, 5.14, 5.02, 4.98]"
4,Agar Malwa,58.77,23.82502357,76.07296927,6.5,1084,"[5.8297810554504395, 6.8476409912109375, 7.0990495681762695, 7.014443397521973, 6.701700687408447, 5.617112159729004, 4.618174076080322, 4.51499605178833, 5.866316318511963, 6.273342132568359, 5.948788166046143, 5.576925754547119]",5.992355824,"[180.72320556640625, 191.73394775390625, 220.07054138183594, 210.4333038330078, 207.75271606445312, 168.51336669921875, 143.16339111328125, 139.96487426757812, 175.98948669433594, 194.47360229492188, 178.46363830566406, 172.88470458984375]","[4.98, 5.02, 5.02, 4.98, 4.76]"
5,Ahmedabad,10.51,23.02776,72.60027,5,2378,"[6.179914951324463, 6.704948425292969, 7.120151519775391, 7.004765033721924, 6.740757942199707, 5.821109294891357, 4.4397101402282715, 4.402998924255371, 5.627426624298096, 6.460025787353516, 5.957001209259033, 5.822260856628418]",6.023422241,"[191.57736206054688, 187.73855590820312, 220.72470092773438, 210.1429443359375, 208.9635009765625, 174.63328552246094, 137.63101196289062, 136.4929656982422, 168.8227996826172, 200.26080322265625, 178.7100372314453, 180.49008178710938]","[5.34, 5.22, 5.26, 5.23, 5.16]"
6,Ajmer,1,26.46553,74.63169,7.95,1282,"[5.967525959014893, 6.895943641662598, 7.221041202545166, 7.063640117645264, 6.969853401184082, 6.145046710968018, 5.225386142730713, 5.118587017059326, 6.339657783508301, 6.571442604064941, 6.054269313812256, 5.613687038421631]",6.265506744,"[184.99330139160156, 193.08642578125, 223.85227966308594, 211.90921020507812, 216.06546020507812, 184.3513946533203, 161.98696899414062, 158.6761932373047, 190.18972778320312, 203.7147216796875, 181.62808227539062, 174.0242919921875]","[5.26, 5.27, 5.27, 5.2, 5.11]"
8,Allahabad,170,25.43609,81.84718,7,606,"[4.9206390380859375, 6.007530689239502, 7.039349555969238, 6.947984218597412, 6.249853610992432, 5.553798198699951, 4.632285118103027, 5.0262885093688965, 5.516151428222656, 5.654690265655518, 5.159494876861572, 4.887695789337158]",5.632980347,"[152.53981018066406, 168.2108612060547, 218.21983337402344, 208.4395294189453, 193.74546813964844, 166.61395263671875, 143.60084533691406, 155.81494140625, 165.4845428466797, 175.29539489746094, 154.78485107421875, 151.51856994628906]","[4.77, 4.65, 4.85, 4.77, 4.57]"
9,Alwar,7.6,27.55608,76.61236,7.95,1282,"[5.059836387634277, 6.111655235290527, 6.731200218200684, 6.982943058013916, 6.162018775939941, 5.635159969329834, 5.060251235961914, 5.0803141593933105, 5.81718111038208, 5.994941234588623, 5.306169033050537, 4.912777900695801]",5.737870693,"[156.8549346923828, 171.1263427734375, 208.66720581054688, 209.48829650878906, 191.0225830078125, 169.05479431152344, 156.86778259277344, 157.48974609375, 174.5154266357422, 185.8431854248047, 159.18507385253906, 152.29611206054688]","[4.9, 4.87, 4.87, 4.83, 4.72]"
12,Amreli,12.28,21.60517,71.21625,5,2378,"[6.413984298706055, 6.8793158531188965, 7.172840118408203, 7.060049533843994, 6.685186386108398, 5.473466873168945, 4.301179885864258, 4.525389671325684, 5.68308687210083, 6.536577224731445, 6.150007724761963, 5.96397590637207]",6.070421696,"[198.83351135253906, 192.620849609375, 222.35804748535156, 211.80148315429688, 207.24078369140625, 164.20401000976562, 133.33657836914062, 140.28707885742188, 170.4925994873047, 202.63389587402344, 184.50022888183594, 184.8832550048828]","[5.28, 5.17, 5.22, 5.21, 5.07]"
13,Amritsar,1,31.63347,74.87507,7.3,2046,"[4.158251762390137, 5.067657947540283, 6.039586067199707, 6.494648456573486, 6.5356903076171875, 5.790807723999023, 5.206826210021973, 5.6198883056640625, 5.917149543762207, 5.795439720153809, 4.910055160522461, 4.541641712188721]",5.506470203,"[128.9058074951172, 141.89442443847656, 187.2271728515625, 194.83944702148438, 202.6063995361328, 173.72422790527344, 161.41160583496094, 174.21653747558594, 177.5144805908203, 179.65863037109375, 147.30165100097656, 140.7908935546875]","[4.66, 4.77, 4.76, 4.76, 4.57]"
14,Anand,116.94,22.56667,72.93333,5,2378,"[6.23804235458374, 6.754357814788818, 7.139913082122803, 7.008510112762451, 6.715569972991943, 5.813779830932617, 4.648125648498535, 4.67775297164917, 5.6811842918396, 6.504212379455566, 5.915902614593506, 5.789891242980957]",6.073936939,"[193.3793182373047, 189.1220245361328, 221.33731079101562, 210.25531005859375, 208.1826629638672, 174.41339111328125, 144.09188842773438, 145.01034545898438, 170.43553161621094, 201.63058471679688, 177.47708129882812, 179.48663330078125]","[5.32, 5.19, 5.27, 5.24, 5.12]"
15,Anand Darekar,9.25,22.56667,72.93333,8.91,1424,"[6.23804235458374, 6.754357814788818, 7.139913082122803, 7.008510112762451, 6.715569972991943, 5.813779830932617, 4.648125648498535, 4.67775297164917, 5.6811842918396, 6.504212379455566, 5.915902614593506, 5.789891242980957]",6.073936939,"[193.3793182373047, 189.1220245361328, 221.33731079101562, 210.25531005859375, 208.1826629638672, 174.41339111328125, 144.09188842773438, 145.01034545898438, 170.43553161621094, 201.63058471679688, 177.47708129882812, 179.48663330078125]","[5.32, 5.19, 5.27, 5.24, 5.12]"
16,Ananthapuramu,1799.9,14.6415186666667,77.654106,9.94999999999999,1480,"[6.619419574737549, 7.0275349617004395, 7.098913669586182, 6.844274520874023, 6.190062522888184, 5.592870712280273, 5.142593860626221, 5.380473613739014, 5.809873580932617, 5.793665885925293, 5.747349262237549, 5.798633575439453]",6.08713913,"[205.20201110839844, 196.77098083496094, 220.0663299560547, 205.32823181152344, 191.89193725585938, 167.78611755371094, 159.42041015625, 166.794677734375, 174.29620361328125, 179.6036376953125, 172.42047119140625, 179.7576446533203]","[5.51, 5.44, 5.48, 5.54, 5.39]"
17,Andheri East Mumbai,1.5,19.10393,72.86698,8.91,1424,"[6.333706855773926, 6.991504669189453, 7.190145492553711, 6.9696197509765625, 6.43287467956543, 4.721707820892334, 3.9388740062713623, 4.237907886505127, 5.234712600708008, 6.07338285446167, 6.040403842926025, 5.881486415863037]",5.837193966,"[196.34490966796875, 195.7621307373047, 222.89451599121094, 209.08859252929688, 199.4191131591797, 141.65122985839844, 122.10509490966797, 131.37513732910156, 157.0413818359375, 188.27487182617188, 181.2121124267578, 182.32608032226562]","[5.15, 4.97, 5.08, 5.0, 4.85]"
18,Aravakurichi,4,10.77478,77.90829,6.6,1866,"[5.9082112312316895, 6.662079334259033, 6.98548698425293, 6.601003170013428, 6.200536251068115, 5.73305082321167, 5.803205490112305, 6.063501834869385, 6.374063014984131, 5.708118438720703, 5.259687423706055, 5.328494071960449]",6.052286625,"[183.154541015625, 186.53822326660156, 216.5500946044922, 198.03009033203125, 192.2166290283203, 171.9915313720703, 179.8993682861328, 187.9685516357422, 191.22189331054688, 176.95167541503906, 157.79061889648438, 165.18331909179688]","[5.31, 5.47, 5.27, 5.25, 5.3]"
19,Aravalli,98.01,16.68187,81.60223,5,2378,"[5.787654876708984, 6.4155592918396, 6.9027934074401855, 6.6225666999816895, 5.809565544128418, 5.131936550140381, 4.655524730682373, 5.0814714431762695, 5.095337867736816, 5.481192588806152, 5.602395057678223, 5.48311185836792]",5.672425747,"[179.41729736328125, 179.6356658935547, 213.98660278320312, 198.677001953125, 180.09652709960938, 153.95809936523438, 144.32127380371094, 157.52561950683594, 152.86013793945312, 169.91697692871094, 168.0718536376953, 169.97647094726562]","[5.1, 5.02, 4.96, 5.05, 5.0]"
20,Arupukkottai,2.8,9.475155,78.10532,6.6,1866,"[5.865203857421875, 6.494544506072998, 6.65139102935791, 6.31154727935791, 5.958454608917236, 5.681931018829346, 5.6381611824035645, 5.994060039520264, 6.092096328735352, 5.818235874176025, 5.1025261878967285, 5.156712532043457]",5.897071838,"[181.82131958007812, 181.8472442626953, 206.193115234375, 189.34642028808594, 184.71209716796875, 170.4579315185547, 174.78298950195312, 185.81585693359375, 182.7628936767578, 180.3653106689453, 153.07579040527344, 159.85809326171875]","[5.46, 5.61, 5.5, 5.19, 5.3]"
22,Ashish Navalakha\rPune,20.2,22.70479,75.87657,8.91,1424,"[6.053232669830322, 6.90270471572876, 7.240594863891602, 7.018125534057617, 6.655039310455322, 5.396448135375977, 4.283294677734375, 4.318911075592041, 5.570147514343262, 6.324224472045898, 5.9221367835998535, 5.72158670425415]",5.950537205,"[187.65020751953125, 193.27572631835938, 224.45843505859375, 210.54376220703125, 206.30621337890625, 161.89344787597656, 132.78213500976562, 133.88624572753906, 167.10443115234375, 196.05096435546875, 177.6641082763672, 177.3691864013672]","[4.99, 5.02, 5.07, 5.0, 4.79]"
23,Aurangabad,29.9,19.87013,75.34598,8.91,1424,"[6.254003524780273, 7.003983974456787, 7.11893367767334, 7.006234645843506, 6.602481365203857, 5.435128211975098, 4.567495346069336, 4.635673999786377, 5.582602500915527, 6.138067722320557, 6.044449806213379, 5.945289134979248]",6.027862072,"[193.87411499023438, 196.11155700683594, 220.68695068359375, 210.18704223632812, 204.6769256591797, 163.05384826660156, 141.5923614501953, 143.7058868408203, 167.4780731201172, 190.2801055908203, 181.33349609375, 184.30397033691406]","[5.2, 5.08, 5.17, 5.08, 4.98]"
24,"Avadi, Chennai",16,13.12955,80.10356,6.6,1866,"[5.737481594085693, 6.571340084075928, 6.92845344543457, 6.751282215118408, 6.027154445648193, 5.5300517082214355, 5.117270469665527, 5.374332427978516, 5.840476036071777, 5.351044178009033, 5.066066265106201, 5.11112117767334]",5.783839703,"[177.86192321777344, 183.99752807617188, 214.7820587158203, 202.53846740722656, 186.84178161621094, 165.90155029296875, 158.63539123535156, 166.60430908203125, 175.2142791748047, 165.8823699951172, 151.98199462890625, 158.44476318359375]","[5.24, 5.3, 5.14, 5.22, 5.2]"
25,BBMB,0.175,30.7862,76.1611,7.3,978,"[4.20720911026001, 5.239109992980957, 6.464171886444092, 6.485804080963135, 6.526314735412598, 5.264012813568115, 4.894847393035889, 5.5626349449157715, 6.066192150115967, 5.764448165893555, 5.266326427459717, 4.376551151275635]",5.509801865,"[130.42347717285156, 146.69508361816406, 200.3893280029297, 194.57412719726562, 202.3157501220703, 157.92037963867188, 151.74026489257812, 172.44168090820312, 181.9857635498047, 178.69789123535156, 157.9897918701172, 135.67308044433594]","[4.8, 4.88, 4.88, 4.85, 4.68]"
26,BHARUCH,250,21.7,72.96667,5,2378,"[6.183935642242432, 6.8961310386657715, 7.133688449859619, 7.019856929779053, 6.650053024291992, 5.451516151428223, 4.5672607421875, 4.435798168182373, 5.4629998207092285, 6.279577255249023, 5.933552265167236, 5.80676794052124]",5.985095501,"[191.70201110839844, 193.0916748046875, 221.14434814453125, 210.595703125, 206.15164184570312, 163.5454864501953, 141.5850830078125, 137.50975036621094, 163.88999938964844, 194.66690063476562, 178.00656127929688, 180.0098114013672]","[5.27, 5.17, 5.23, 5.18, 5.03]"
27,Badaun,40,31.64231,76.12273,7,606,"[4.553305625915527, 5.052706718444824, 6.253042697906494, 6.597170829772949, 6.515445709228516, 5.689817428588867, 5.029299259185791, 4.872204780578613, 5.823227882385254, 5.874177932739258, 5.51415491104126, 4.9515180587768555]",5.560506344,"[141.15248107910156, 141.4757843017578, 193.84432983398438, 197.91513061523438, 201.97882080078125, 170.69451904296875, 155.9082794189453, 151.03834533691406, 174.69683837890625, 182.09951782226562, 165.42465209960938, 153.49705505371094]","[4.74, 4.9, 4.81, 4.82, 4.64]"
28,Bagalkote,102,16.16623,75.65415,7.5,1396,"[6.3819990158081055, 6.961212635040283, 7.101330757141113, 6.888885021209717, 6.281296730041504, 5.394627094268799, 4.855495929718018, 5.036441802978516, 5.700096607208252, 5.874797821044922, 6.072793960571289, 6.010568618774414]",6.046628475,"[197.8419647216797, 194.91395568847656, 220.14125061035156, 206.6665496826172, 194.72019958496094, 161.83880615234375, 150.52037048339844, 156.12969970703125, 171.00289916992188, 182.1187286376953, 182.18382263183594, 186.32762145996094]","[5.34, 5.14, 5.29, 5.18, 5.14]"
29,Balangir,80,20.7064,83.48973,5.7,1628,"[5.839334011077881, 6.437745571136475, 6.890640735626221, 6.691730976104736, 6.393754005432129, 5.3321733474731445, 4.478617191314697, 4.307915687561035, 5.420198917388916, 5.9118475914001465, 6.0821075439453125, 5.776797771453857]",5.796905041,"[181.01934814453125, 180.2568817138672, 213.60986328125, 200.75192260742188, 198.2063751220703, 159.96519470214844, 138.83712768554688, 133.54537963867188, 162.60597229003906, 183.26727294921875, 182.46322631835938, 179.0807342529297]","[4.98, 4.98, 5.01, 4.9, 4.91]"
30,Banaskantha,110.25,24.28393152,72.03322402,5,2378,"[6.139047622680664, 6.788565158843994, 7.003943920135498, 6.993478298187256, 6.681746959686279, 5.950470447540283, 4.7309699058532715, 4.688636302947998, 6.037550449371338, 6.665310859680176, 6.158656120300293, 5.768795490264893]",6.133930683,"[190.3104705810547, 190.07981872558594, 217.1222686767578, 209.80435180664062, 207.1341552734375, 178.5141143798828, 146.66006469726562, 145.3477325439453, 181.1265106201172, 206.6246337890625, 184.7596893310547, 178.83265686035156]","[5.27, 5.21, 5.23, 5.19, 5.14]"
31,Banda,20,25.47534,80.3358,7,606,"[4.811795234680176, 6.123859882354736, 6.907909870147705, 6.892721176147461, 6.336898326873779, 5.521845817565918, 4.652524471282959, 4.908846855163574, 5.543017387390137, 5.917459011077881, 5.214580059051514, 4.971062183380127]",5.650209904,"[149.1656494140625, 171.46807861328125, 214.14520263671875, 206.78163146972656, 196.44384765625, 165.65538024902344, 144.22825622558594, 152.17425537109375, 166.29052734375, 183.44122314453125, 156.43740844726562, 154.10292053222656]","[4.78, 4.65, 4.86, 4.77, 4.6]"
32,Bandra East Mumbai,299.75,19.06395,72.8494999999999,8.91000000000001,1424,"[6.323520660400391, 6.952729225158691, 7.194577217102051, 6.934861660003662, 6.625405788421631, 4.7602763175964355, 4.275988578796387, 4.3879899978637695, 5.3180389404296875, 6.012017726898193, 5.980523586273193, 5.874914169311523]",5.886737347,"[196.02914428710938, 194.67642211914062, 223.03189086914062, 208.0458526611328, 205.3875732421875, 142.80828857421875, 132.55564880371094, 136.02769470214844, 159.54116821289062, 186.37254333496094, 179.41571044921875, 182.12234497070312]","[5.15, 4.97, 5.08, 5.0, 4.85]"
33,Bangalore Rural,12.5,13.2232362,77.57396382,7.5,1396,"[6.566006660461426, 7.090054512023926, 7.046175956726074, 6.7290215492248535, 6.258974552154541, 5.580924987792969, 5.030077934265137, 5.2072954177856445, 5.883823871612549, 5.777104377746582, 5.7243828773498535, 6.003288745880127]",6.074760437,"[203.54620361328125, 198.5215301513672, 218.43145751953125, 201.8706512451172, 194.02821350097656, 167.42774963378906, 155.9324188232422, 161.42616271972656, 176.51470947265625, 179.09024047851562, 171.7314910888672, 186.10194396972656]","[5.45, 5.45, 5.37, 5.47, 5.4]"
34,Bareilly,2,28.35432,79.41615,7,606,"[4.696093559265137, 5.617518424987793, 6.511600017547607, 6.811906337738037, 6.297466278076172, 5.423917770385742, 4.626121997833252, 5.132510662078857, 5.562974452972412, 5.725086688995361, 5.218421459197998, 4.524964332580566]",5.51238203,"[145.5789031982422, 157.29051208496094, 201.85960388183594, 204.35719299316406, 195.22145080566406, 162.717529296875, 143.40977478027344, 159.1078338623047, 166.8892364501953, 177.47769165039062, 156.55264282226562, 140.27389526367188]","[4.91, 4.89, 4.92, 4.77, 4.77]"
35,Bargarh,40,21.33767,83.62123,5.7,1628,"[5.944843769073486, 6.477104187011719, 6.763928413391113, 6.634860038757324, 6.394585609436035, 4.9357805252075195, 4.404107093811035, 4.314635276794434, 5.285637855529785, 5.943319320678711, 5.9726948738098145, 5.694684982299805]",5.730515003,"[184.2901611328125, 181.35891723632812, 209.68177795410156, 199.04580688476562, 198.23214721679688, 148.0734100341797, 136.52731323242188, 133.75369262695312, 158.5691375732422, 184.24290466308594, 179.18084716796875, 176.5352325439453]","[5.0, 4.99, 5.05, 5.0, 4.88]"
36,Barmer,6,25.75199,71.41382,7.95,1282,"[6.0245537757873535, 6.497288227081299, 6.919581890106201, 6.964555263519287, 6.794520854949951, 6.276557445526123, 5.518650054931641, 5.688215732574463, 6.482664108276367, 6.582581043243408, 6.019054889678955, 5.673885822296143]",6.286842823,"[186.76116943359375, 181.924072265625, 214.5070343017578, 208.93666076660156, 210.63014221191406, 188.29672241210938, 171.07815551757812, 176.33468627929688, 194.47991943359375, 204.0600128173828, 180.57164001464844, 175.8904571533203]","[5.47, 5.45, 5.43, 5.47, 5.37]"
37,Barod,68.63,23.79222,75.80611,6.5,1084,"[5.892252445220947, 6.812580585479736, 7.164340019226074, 7.034451961517334, 6.627889633178711, 5.6223673820495605, 4.588679313659668, 4.234279155731201, 5.813011169433594, 6.5064287185668945, 6.106530666351318, 5.759591579437256]",6.013534069,"[182.65982055664062, 190.75225830078125, 222.09454345703125, 211.03355407714844, 205.46458435058594, 168.6710205078125, 142.24905395507812, 131.2626495361328, 174.3903350830078, 201.6992950439453, 183.1959228515625, 178.54733276367188]","[5.04, 5.01, 5.06, 4.98, 4.83]"
38,Bathinda,100,30.20712,74.9414,7.3,2046,"[4.230249881744385, 5.413167476654053, 6.47642183303833, 6.789107799530029, 6.374502182006836, 5.374443054199219, 5.295455455780029, 5.7815351486206055, 6.316880702972412, 5.728373050689697, 4.768062114715576, 4.713699817657471]",5.605158329,"[131.1377410888672, 151.56869506835938, 200.76907348632812, 203.67323303222656, 197.6095733642578, 161.23329162597656, 164.15911865234375, 179.2275848388672, 189.5064239501953, 177.57955932617188, 143.0418701171875, 146.12469482421875]","[4.74, 4.85, 4.88, 4.82, 4.63]"
39,Bathinda.,4,30.20712,74.9414,7.3,2046,"[4.230249881744385, 5.413167476654053, 6.47642183303833, 6.789107799530029, 6.374502182006836, 5.374443054199219, 5.295455455780029, 5.7815351486206055, 6.316880702972412, 5.728373050689697, 4.768062114715576, 4.713699817657471]",5.605158329,"[131.1377410888672, 151.56869506835938, 200.76907348632812, 203.67323303222656, 197.6095733642578, 161.23329162597656, 164.15911865234375, 179.2275848388672, 189.5064239501953, 177.57955932617188, 143.0418701171875, 146.12469482421875]","[4.74, 4.85, 4.88, 4.82, 4.63]"
40,Belagavi,252,15.86702,74.51167,7.5,1396,"[6.61368465423584, 7.123443603515625, 7.052292346954346, 6.655515193939209, 6.207736492156982, 4.69461727142334, 4.570496559143066, 4.514739036560059, 5.406237602233887, 5.797394752502441, 6.008526802062988, 6.151238918304443]",5.89966011,"[205.02423095703125, 199.4564208984375, 218.62106323242188, 199.6654510498047, 192.43983459472656, 140.83851623535156, 141.68539428710938, 139.9569091796875, 162.1871337890625, 179.71923828125, 180.25579833984375, 190.6884002685547]","[5.16, 5.0, 5.09, 5.05, 4.92]"
41,Bellary,431,15.145,76.92824,7.5,1396,"[6.524338722229004, 6.897164344787598, 6.952855110168457, 6.704747200012207, 6.141530990600586, 5.400691032409668, 5.143268585205078, 5.366055488586426, 5.805473804473877, 5.830264568328857, 5.730289936065674, 5.923473834991455]",6.035013199,"[202.25450134277344, 193.12060546875, 215.53851318359375, 201.1424102783203, 190.38746643066406, 162.02073669433594, 159.4413299560547, 166.34771728515625, 174.16421508789062, 180.7382049560547, 171.90869140625, 183.627685546875]","[5.5, 5.28, 5.42, 5.38, 5.29]"
42,Bengaluru\rUrban,1,13,77.58333,7.5,1396,"[6.58680534362793, 7.018284320831299, 7.120397090911865, 6.717931270599365, 6.131425857543945, 5.373908042907715, 4.908054351806641, 4.921415328979492, 5.725172519683838, 5.48379373550415, 5.806399822235107, 5.748295307159424]",5.96182394,"[204.1909637451172, 196.511962890625, 220.73231506347656, 201.53793334960938, 190.07420349121094, 161.2172393798828, 152.14968872070312, 152.56387329101562, 171.7551727294922, 169.9976043701172, 174.19200134277344, 178.19715881347656]","[5.45, 5.45, 5.37, 5.47, 5.4]"
43,Bercha,7,23.54469,75.38938,6.5,1084,"[5.983170032501221, 6.8841705322265625, 7.148305416107178, 7.086423397064209, 6.7039690017700195, 5.5673065185546875, 4.441616535186768, 4.182616710662842, 5.787737846374512, 6.415558815002441, 5.972489356994629, 5.728292465209961]",5.9918046,"[185.478271484375, 192.75677490234375, 221.59747314453125, 212.5926971435547, 207.8230438232422, 167.01919555664062, 137.6901092529297, 129.66111755371094, 173.63214111328125, 198.88232421875, 179.1746826171875, 177.5770721435547]","[5.04, 5.01, 5.06, 4.98, 4.83]"
44,Bhadla,300,22.18333,71.1,7.95,1282,"[6.361332416534424, 6.884552001953125, 7.169543266296387, 7.0807366371154785, 6.721629619598389, 5.532644271850586, 4.651294708251953, 4.513071537017822, 5.766755104064941, 6.5356364250183105, 5.833425521850586, 5.99637508392334]",6.087249756,"[197.20130920410156, 192.7674560546875, 222.25584411621094, 212.42210388183594, 208.37051391601562, 165.9793243408203, 144.1901397705078, 139.90521240234375, 173.00265502929688, 202.604736328125, 175.0027618408203, 185.88763427734375]","[5.36, 5.25, 5.26, 5.29, 5.13]"
45,Bharuch,105.9,21.7,72.96667,5,2378,"[6.183935642242432, 6.8961310386657715, 7.133688449859619, 7.019856929779053, 6.650053024291992, 5.451516151428223, 4.5672607421875, 4.435798168182373, 5.4629998207092285, 6.279577255249023, 5.933552265167236, 5.80676794052124]",5.985095501,"[191.70201110839844, 193.0916748046875, 221.14434814453125, 210.595703125, 206.15164184570312, 163.5454864501953, 141.5850830078125, 137.50975036621094, 163.88999938964844, 194.66690063476562, 178.00656127929688, 180.0098114013672]","[5.27, 5.17, 5.23, 5.18, 5.03]"
46,Bhatinda,151,30.20712,74.9414,7.3,2046,"[4.230249881744385, 5.413167476654053, 6.47642183303833, 6.789107799530029, 6.374502182006836, 5.374443054199219, 5.295455455780029, 5.7815351486206055, 6.316880702972412, 5.728373050689697, 4.768062114715576, 4.713699817657471]",5.605158329,"[131.1377410888672, 151.56869506835938, 200.76907348632812, 203.67323303222656, 197.6095733642578, 161.23329162597656, 164.15911865234375, 179.2275848388672, 189.5064239501953, 177.57955932617188, 143.0418701171875, 146.12469482421875]","[4.74, 4.85, 4.88, 4.82, 4.63]"
47,Bhavnagar,79.59,21.77003,72.1459,5,2378,"[6.2960124015808105, 6.801208019256592, 7.149509429931641, 6.990150451660156, 6.6245951652526855, 5.529509544372559, 4.628397464752197, 4.607183933258057, 5.594726085662842, 6.273456573486328, 5.9373579025268555, 5.834245204925537]",6.022196293,"[195.1763916015625, 190.43382263183594, 221.63479614257812, 209.7045135498047, 205.36245727539062, 165.88528442382812, 143.48031616210938, 142.8227081298828, 167.84178161621094, 194.47715759277344, 178.12074279785156, 180.86160278320312]","[5.27, 5.17, 5.23, 5.18, 5.03]"
48,Bhilwara,51.05,25.34644,74.63523,7.95,1282,"[6.089221000671387, 6.901070594787598, 7.272623538970947, 7.1078972816467285, 6.811581134796143, 5.926999092102051, 5.012933731079102, 4.961670398712158, 6.164656639099121, 6.618738174438477, 6.004007816314697, 5.734666347503662]",6.217171192,"[188.76585388183594, 193.22998046875, 225.45132446289062, 213.23692321777344, 211.1590118408203, 177.80996704101562, 155.40093994140625, 153.81178283691406, 184.939697265625, 205.18087768554688, 180.1202392578125, 177.774658203125]","[5.23, 5.24, 5.23, 5.15, 5.03]"
49,Bhopal,60.63,23.26466,77.40518,6.5,1084,"[5.932404518127441, 6.825501918792725, 7.201999187469482, 6.980781078338623, 6.582157135009766, 5.323907375335693, 4.6223554611206055, 4.315936088562012, 5.807366847991943, 6.503955841064453, 5.969253063201904, 5.851766109466553]",5.993114948,"[183.904541015625, 191.1140594482422, 223.26197814941406, 209.42343139648438, 204.046875, 159.71722412109375, 143.2930145263672, 133.7940216064453, 174.22100830078125, 201.6226348876953, 179.0775909423828, 181.40475463867188]","[4.94, 4.99, 4.99, 4.89, 4.77]"
50,Bidar,404,17.9,77.55,7.5,1396,"[6.226771354675293, 6.8395161628723145, 6.796945095062256, 6.646835803985596, 6.245396137237549, 5.219132423400879, 4.637387752532959, 4.8100810050964355, 5.629140377044678, 6.030284404754639, 6.041515827178955, 6.097965240478516]",5.935081482,"[193.0299072265625, 191.50645446777344, 210.70529174804688, 199.4050750732422, 193.60728454589844, 156.573974609375, 143.75901794433594, 149.11251831054688, 168.87420654296875, 186.93881225585938, 181.24546813964844, 189.03692626953125]","[5.28, 5.03, 5.26, 5.15, 5.05]"
51,Bihar,3,25.15146,85.48728,7.5,1396,"[4.540973663330078, 5.835239887237549, 6.79790735244751, 6.748974800109863, 6.255007743835449, 5.368666648864746, 4.76449728012085, 5.135544300079346, 5.361668586730957, 5.669956207275391, 5.1872758865356445, 4.603707313537598]",5.522451401,"[140.7701873779297, 163.38671875, 210.73512268066406, 202.46923828125, 193.90524291992188, 161.05999755859375, 147.6994171142578, 159.20187377929688, 160.8500518798828, 175.76864624023438, 155.61827087402344, 142.7149200439453]","[4.73, 4.66, 4.68, 4.76, 4.61]"
52,Bikaner,522.64,28.01647,73.3118400000001,7.95000000000002,1282,"[5.559354305267334, 6.264702796936035, 6.715618133544922, 6.844983100891113, 6.533813953399658, 6.097417831420898, 5.8675618171691895, 6.04442024230957, 6.637346267700195, 6.4079060554504395, 5.717188835144043, 5.301156520843506]",6.165955067,"[172.33998107910156, 175.41168212890625, 208.1841583251953, 205.3494873046875, 202.54823303222656, 182.9225311279297, 181.8944091796875, 187.3770294189453, 199.12039184570312, 198.64508056640625, 171.5156707763672, 164.33584594726562]","[5.14, 5.24, 5.25, 5.26, 5.12]"
53,Bolangir,10,20.71667,83.48333,5.7,1628,"[5.839772701263428, 6.438058376312256, 6.890715599060059, 6.691547870635986, 6.393402576446533, 5.3318305015563965, 4.478362560272217, 4.307755947113037, 5.420172691345215, 5.912046432495117, 6.0825276374816895, 5.777281284332275]",5.796956539,"[181.032958984375, 180.26564025878906, 213.6121826171875, 200.74642944335938, 198.1954803466797, 159.9549102783203, 138.82923889160156, 133.54043579101562, 162.6051788330078, 183.2734375, 182.475830078125, 179.09571838378906]","[4.98, 4.98, 5.01, 4.9, 4.91]"
